rainfall,water_level,flow_rate,temperature,humidity,wind_speed,flood
79.2,1.42,108.9,29.3,95.5,18.7,0
26.9,0.75,64.5,23.8,70.9,23.3,0
85.2,1.9,60.9,35.1,52.2,19.1,0
46.8,2.44,55.9,17.1,89.0,25.6,0
157.2,3.28,29.8,16.8,32.7,10.0,1
65.8,1.41,101.6,32.1,49.2,35.3,0
199.7,2.76,94.0,37.8,30.6,15.0,1
156.6,1.71,60.6,29.5,75.9,23.6,1
152.2,0.95,59.8,20.7,82.4,23.7,0
157.2,2.77,92.3,26.5,85.4,15.7,1
154.0,2.59,41.0,26.2,69.1,18.7,1
25.7,3.33,21.0,35.3,88.4,17.0,0
137.2,1.71,97.9,28.4,52.8,1.2,1
184.4,0.96,115.3,23.3,74.1,30.2,1
173.4,3.44,40.4,24.8,67.4,9.4,1
113.9,1.85,109.5,17.3,37.3,27.6,0
137.8,1.97,38.7,16.7,97.4,14.2,0
131.9,0.71,25.7,28.0,42.0,43.0,0
31.4,0.83,73.6,27.0,34.8,47.8,0
26.0,1.12,63.2,32.7,63.2,30.2,0
117.5,2.01,88.5,21.9,30.5,7.1,0
79.8,2.92,72.6,37.8,91.5,23.0,1
147.5,1.36,108.1,26.4,79.0,35.6,1
122.6,2.93,37.5,21.2,93.0,36.7,1
182.2,1.05,76.9,24.8,96.2,12.0,1
54.8,2.38,49.2,37.9,78.9,36.1,0
98.7,3.48,75.3,39.9,35.4,5.3,1
65.2,1.85,45.3,27.7,62.4,3.7,0
149.9,1.64,94.6,36.4,57.8,0.5,1
183.4,1.48,94.9,27.1,34.8,27.4,1
190.0,0.92,102.0,36.0,41.9,0.9,1
58.8,2.1,59.1,16.9,83.5,33.9,0
71.6,1.15,23.4,31.9,45.1,34.8,0
162.3,2.42,91.6,37.4,57.3,15.4,1
0.9,2.82,96.7,38.2,56.2,11.9,0
84.3,3.47,53.7,19.8,76.8,11.0,1
159.4,2.99,36.8,19.2,59.1,5.4,1
112.4,1.07,40.7,28.5,95.7,6.0,0
71.3,1.02,60.2,22.9,57.2,22.9,0
163.0,2.45,56.9,16.7,45.3,15.1,1
196.6,0.81,73.6,39.8,89.5,8.6,1
120.0,3.44,89.6,31.9,98.1,34.7,1
127.1,3.15,51.8,36.3,63.7,16.8,1
117.0,1.65,84.1,20.8,71.1,49.4,0
123.3,3.19,50.9,33.4,83.0,31.0,1
74.9,1.39,35.2,20.1,32.7,46.2,0
189.2,2.72,52.9,22.0,75.1,38.0,1
195.5,2.44,48.8,15.6,89.3,16.6,1
107.9,3.22,86.5,21.2,78.1,36.0,1
76.3,1.46,64.2,15.2,90.9,3.5,0
126.9,0.92,40.4,17.3,71.5,41.6,0
47.3,0.73,92.5,22.8,80.5,12.2,0
49.8,1.36,64.8,30.9,49.0,39.1,0
194.5,1.69,36.8,26.0,65.4,36.7,1
163.9,2.88,22.0,24.5,89.8,37.9,1
119.0,0.96,92.7,21.4,62.5,22.7,0
121.2,0.72,33.7,26.7,40.8,9.5,0
100.1,2.68,69.1,38.1,95.8,48.5,0
97.9,2.42,78.8,25.2,32.7,46.1,0
113.1,1.08,63.6,21.4,93.9,36.1,0
97.7,2.57,89.6,31.3,94.9,36.8,1
6.9,2.94,83.1,31.9,78.8,32.3,0
91.1,2.54,45.4,30.1,96.6,42.1,0
154.2,2.43,111.7,24.9,71.0,45.0,1
37.8,1.77,103.0,21.3,51.2,48.4,0
76.6,1.42,61.2,36.9,80.9,4.4,0
155.3,1.53,34.3,33.7,95.1,19.9,0
197.4,2.95,20.2,16.7,78.7,26.2,1
146.6,1.01,57.5,32.6,43.9,9.1,0
90.1,2.94,38.6,16.5,42.8,38.0,0
180.5,1.73,82.7,30.6,90.8,8.3,1
75.5,1.33,54.2,29.6,63.5,33.6,0
12.2,2.76,20.7,29.6,99.1,4.8,0
1.5,2.31,118.7,34.0,95.2,23.7,0
85.9,1.61,109.0,40.0,87.2,47.0,0
75.7,0.67,55.6,23.3,37.0,22.8,0
145.0,3.16,33.9,30.0,90.8,14.0,1
163.0,1.61,81.8,31.5,63.3,20.7,1
197.2,3.37,101.3,15.4,55.2,2.3,1
65.1,1.83,80.7,25.0,72.9,4.1,0
186.3,3.29,118.7,36.4,93.4,36.7,1
39.0,0.93,72.0,29.3,90.0,25.2,0
159.4,1.4,87.3,28.7,91.2,8.4,1
23.1,2.49,44.1,20.3,82.7,33.0,0
87.0,2.65,36.0,38.2,93.2,38.3,0
51.5,1.93,109.8,18.1,39.5,26.7,0
18.1,2.58,107.2,38.3,83.6,30.0,0
75.4,2.65,93.6,24.5,74.9,28.1,1
161.7,1.17,31.6,17.2,36.2,37.0,0
148.9,0.85,56.8,36.3,96.8,28.8,0
12.4,2.11,104.7,39.5,52.4,18.3,0
159.3,2.06,80.2,20.6,57.7,26.9,1
28.9,3.33,103.7,27.5,61.9,30.1,0
133.1,2.9,90.3,30.0,51.6,49.5,1
199.4,2.62,67.8,35.7,64.7,35.2,1
196.2,1.5,102.8,20.3,81.3,40.5,1
10.5,3.1,37.9,27.2,57.4,49.2,0
169.7,3.47,74.8,23.4,77.5,49.5,1
78.2,2.08,48.3,32.4,43.7,42.8,0
26.2,2.76,78.0,35.1,89.5,35.5,0
32.7,0.91,89.6,22.3,40.1,10.9,0
147.1,0.53,92.6,29.4,77.5,49.4,0
190.1,1.78,104.2,38.1,36.7,48.7,1
10.5,3.44,85.0,29.8,97.9,31.3,0
6.8,1.22,68.9,32.2,96.8,32.6,0
138.4,2.89,85.9,34.4,90.5,32.5,1
130.6,1.6,32.0,17.1,64.2,33.4,0
4.6,2.22,77.3,21.8,82.2,39.7,0
96.8,2.43,63.4,29.3,37.0,3.2,1
159.0,1.05,101.3,15.5,68.9,26.8,1
97.7,2.06,78.5,32.8,85.3,6.2,0
193.1,3.19,38.1,30.0,42.6,27.7,1
24.6,0.89,40.6,19.0,69.4,42.6,0
196.0,2.02,56.4,28.6,59.6,47.3,1
60.1,3.34,71.9,34.6,76.1,22.2,1
139.0,2.07,118.6,23.8,67.7,10.5,1
164.0,1.21,38.8,22.5,88.3,47.9,0
43.2,1.58,32.8,30.6,35.2,12.7,0
180.7,1.7,28.3,21.4,59.8,34.7,0
14.1,2.7,119.5,32.4,43.5,18.6,0
164.1,2.31,62.0,18.8,99.5,21.7,1
120.7,0.73,32.5,17.7,68.4,3.3,0
72.6,1.5,47.3,36.7,45.8,0.5,0
193.8,1.64,30.5,38.1,42.3,36.4,0
164.3,1.97,72.9,32.5,90.6,27.6,1
179.3,1.01,114.7,24.7,54.2,37.1,1
106.3,2.28,105.0,26.9,38.9,0.5,1
31.1,0.88,57.9,33.4,33.7,36.3,0
141.5,1.25,80.9,32.7,42.8,49.3,1
100.4,1.33,62.8,38.5,91.7,40.7,0
171.6,3.34,60.7,22.8,36.3,4.0,1
189.0,1.0,25.7,33.6,68.8,24.6,0
192.4,1.77,70.9,33.3,63.6,25.8,1
177.6,2.59,60.5,30.4,93.8,37.3,1
140.5,2.75,44.4,33.5,96.6,41.2,1
105.6,2.33,80.7,39.1,77.2,44.1,1
45.0,0.73,103.9,27.8,96.7,21.1,0
74.7,0.84,111.4,21.2,67.7,38.3,0
59.8,1.38,41.3,33.5,69.8,10.9,0
186.6,2.43,102.6,15.9,62.4,30.9,1
71.1,2.35,52.9,23.8,30.4,44.5,0
70.9,0.8,69.2,17.1,66.0,7.7,0
97.5,0.97,85.7,20.7,57.7,15.0,0
36.4,2.93,30.9,26.0,88.8,8.1,0
86.8,1.58,107.1,20.0,43.3,2.0,0
148.8,3.2,36.0,20.0,63.6,33.3,1
84.2,2.15,100.0,32.9,52.7,38.2,1
100.4,3.27,104.3,24.7,37.7,5.4,1
31.1,2.0,96.7,20.9,77.5,17.1,0
147.5,1.8,48.9,27.1,83.3,12.4,0
102.2,1.25,96.7,36.6,99.6,12.4,0
39.7,2.62,101.0,32.5,65.2,9.1,1
118.2,2.4,42.9,18.3,32.7,49.5,1
85.3,2.35,29.1,16.3,58.5,15.3,0
46.3,1.51,67.9,27.7,75.1,15.2,0
56.1,1.55,61.8,23.0,33.3,2.0,0
149.0,1.14,67.2,37.7,37.1,9.2,0
72.7,1.41,29.7,15.3,68.6,43.1,0
148.3,1.58,97.9,28.2,56.0,32.5,1
76.8,3.16,33.0,33.6,38.4,29.3,0
130.9,1.07,90.5,38.1,35.2,27.3,0
145.1,3.47,40.2,33.0,33.1,9.6,1
50.5,3.13,105.3,37.7,98.3,44.7,1
143.5,3.23,26.8,25.5,95.2,25.2,1
119.8,2.59,32.9,16.1,69.6,39.7,0
148.1,1.69,88.5,36.8,98.0,8.3,1
76.8,2.84,60.1,21.8,42.9,8.0,0
139.3,3.14,99.1,26.4,79.5,26.3,1
44.1,2.62,75.2,19.3,33.2,11.9,0
29.6,3.15,112.7,21.8,85.3,32.1,0
164.7,2.1,20.1,23.7,72.4,18.5,0
141.1,2.15,92.2,25.2,72.8,16.2,1
163.2,2.97,41.9,39.1,42.4,48.6,1
195.8,2.83,98.1,17.7,82.2,19.1,1
174.0,2.4,75.1,35.4,45.4,13.4,1
161.5,2.76,35.6,20.8,80.8,18.4,1
18.7,1.04,38.5,36.6,43.2,24.5,0
129.5,0.56,36.3,19.4,57.6,30.4,0
14.4,1.24,110.9,39.3,37.0,26.3,0
161.6,2.31,57.8,15.5,87.9,38.2,1
8.7,1.25,28.4,18.6,73.9,0.7,0
191.5,0.82,93.6,23.5,79.5,10.1,1
112.6,1.83,36.3,23.3,40.8,2.8,0
125.5,0.87,102.5,17.6,50.8,25.6,0
28.4,3.24,22.4,25.7,40.3,32.8,0
175.8,1.65,108.4,35.6,37.9,8.5,1
20.3,3.37,55.7,30.4,38.3,46.2,0
179.1,2.31,37.8,28.3,72.0,34.0,1
133.5,1.4,101.8,23.7,37.3,45.8,1
186.6,2.93,91.1,16.9,30.2,46.7,1
131.2,1.46,59.1,33.0,85.0,23.9,0
115.6,3.38,47.8,17.3,99.6,9.1,1
63.9,1.77,89.3,25.3,85.5,16.7,0
130.8,1.24,61.9,27.4,67.4,26.6,0
76.9,2.24,62.2,29.4,78.5,37.4,0
47.0,0.51,119.4,15.4,69.1,47.9,0
11.9,1.55,104.9,36.7,87.3,14.7,0
170.7,3.42,111.3,21.1,87.9,2.8,1
192.4,2.61,57.7,15.7,97.5,18.6,1
132.5,0.72,103.7,36.8,32.1,18.3,0
15.4,2.21,101.4,18.7,42.8,37.2,0
139.7,1.4,61.2,23.4,84.7,34.8,0
31.2,3.14,23.2,33.8,65.2,0.5,0
136.0,3.13,75.4,35.7,94.3,25.1,1
84.7,0.97,117.3,28.0,98.5,6.3,0
123.8,1.16,38.4,33.6,69.2,42.1,0
93.7,1.44,84.2,35.7,41.5,40.2,0
38.9,0.83,27.8,30.1,89.3,1.4,0
108.3,0.7,79.7,33.9,51.6,27.6,0
6.5,1.31,117.7,29.1,69.5,39.5,0
62.9,3.33,20.8,23.9,49.8,19.9,0
150.4,2.68,117.4,32.6,36.8,20.4,1
20.2,2.92,35.0,29.7,56.7,29.3,0
58.0,0.95,66.3,37.1,36.5,35.9,0
161.5,2.46,96.9,19.0,97.5,25.8,1
130.3,3.29,54.1,34.6,53.7,18.0,1
86.2,3.17,97.4,24.7,44.6,30.5,1
30.5,2.38,69.8,35.1,40.0,43.5,0
193.8,2.84,28.7,17.4,52.0,46.7,1
56.0,1.59,28.9,19.5,84.0,12.9,0
51.2,3.13,85.0,18.5,38.7,28.4,0
171.8,1.7,105.7,37.9,39.0,18.3,1
190.4,1.62,88.2,27.6,48.4,43.8,1
124.1,2.43,94.1,21.1,87.5,0.4,1
58.1,0.97,59.9,16.8,57.2,23.1,0
93.2,2.43,110.0,26.6,36.0,36.6,1
184.5,2.8,39.9,23.2,52.2,49.8,1
140.5,1.93,47.8,16.0,40.9,23.5,0
64.0,0.59,80.1,24.5,95.6,18.1,0
94.7,0.66,106.8,38.8,77.9,13.5,0
16.7,0.71,60.5,22.5,79.9,43.6,0
133.9,1.28,103.1,17.3,93.1,17.1,1
32.9,1.55,61.9,26.9,78.2,8.0,0
70.9,2.58,58.9,15.2,84.8,29.9,0
133.6,2.35,52.4,39.7,95.7,37.1,1
63.3,0.95,65.9,18.7,90.5,5.7,0
81.3,2.06,20.4,26.3,88.3,6.3,0
193.9,0.79,41.9,39.5,59.4,27.3,0
75.5,1.54,115.2,39.3,70.4,0.7,0
3.2,3.19,70.2,36.7,79.0,32.4,0
82.1,1.56,74.2,28.1,83.6,5.7,0
85.7,1.03,79.5,28.6,56.7,42.3,0
87.5,1.35,82.0,38.1,90.0,49.8,0
20.8,2.45,81.6,25.3,64.7,37.6,0
19.9,1.83,78.1,15.8,50.3,21.0,0
90.9,1.64,39.6,26.7,38.7,48.4,0
82.6,2.96,90.4,33.5,30.5,18.7,1
56.7,3.14,46.4,36.0,85.7,20.7,0
180.0,1.74,21.6,18.8,56.2,40.8,1
120.0,1.51,115.9,39.8,46.9,48.7,1
128.9,2.99,100.1,29.4,39.0,31.8,1
34.7,3.21,71.7,25.9,37.0,40.1,0
126.3,2.85,104.3,30.7,48.2,27.6,1
40.8,0.78,63.7,30.7,71.5,1.4,0
184.1,0.74,58.2,33.6,39.1,22.7,0
71.6,1.22,109.8,22.4,67.5,12.3,0
157.2,2.81,85.9,21.9,95.4,31.4,1
115.9,0.81,65.9,29.9,37.5,14.1,0
18.6,1.98,56.1,36.0,57.4,24.6,0
14.7,3.38,27.6,32.2,56.3,15.7,0
161.7,1.04,21.0,19.5,69.7,30.3,0
195.2,3.48,68.4,30.4,68.3,7.9,1
185.3,1.08,23.0,15.6,65.8,7.6,0
23.0,1.15,52.8,20.5,80.9,47.0,0
96.3,3.36,54.9,28.8,50.6,37.3,1
102.5,1.7,39.3,19.3,78.1,44.4,0
78.6,2.25,96.6,22.8,85.6,47.7,0
176.6,1.77,94.7,35.4,73.6,30.4,1
113.4,1.62,83.3,16.6,41.7,1.7,0
117.4,1.38,102.7,31.1,97.6,17.6,0
36.0,1.47,99.1,23.9,35.1,32.8,0
155.9,0.87,51.9,15.3,53.0,23.3,0
179.7,2.18,58.6,30.0,66.9,5.1,1
121.6,3.15,106.0,16.9,92.5,21.1,1
63.6,1.46,39.7,35.1,64.9,49.5,0
24.8,1.01,52.7,24.6,70.3,14.3,0
171.2,3.46,111.2,22.1,88.9,20.1,1
183.6,0.62,84.5,16.7,36.7,40.1,1
54.9,2.76,60.0,28.9,51.9,30.6,0
139.3,1.86,104.9,39.2,38.5,18.7,1
5.9,0.64,21.0,17.6,52.6,34.4,0
34.0,1.07,110.2,24.2,93.2,49.5,0
173.6,1.28,98.5,17.8,96.3,3.8,1
122.6,2.94,47.0,19.3,39.6,23.0,0
172.4,2.76,108.8,39.1,58.9,22.3,1
105.5,2.23,86.1,39.4,52.5,36.5,0
52.8,1.39,28.3,29.0,91.1,33.0,0
41.2,0.73,117.2,16.5,30.9,10.8,0
37.6,0.81,40.9,29.8,66.9,42.9,0
62.4,1.86,35.4,27.6,94.0,10.9,0
195.0,3.1,71.3,34.5,43.2,13.9,1
61.4,3.11,84.8,18.7,91.3,37.3,0
178.8,1.06,22.9,31.5,61.7,13.3,0
16.8,1.79,35.1,27.6,65.6,2.7,0
19.6,2.45,93.2,25.6,50.6,20.1,0
105.9,1.98,63.4,32.0,75.2,47.9,0
10.6,0.61,46.6,16.6,37.1,11.3,0
143.2,1.68,30.1,33.3,91.6,13.4,0
157.1,1.54,48.8,29.9,81.4,4.7,0
140.1,1.93,50.5,37.7,46.7,15.8,0
37.5,3.2,34.2,15.3,63.2,16.7,0
52.8,0.73,87.9,36.3,71.6,48.5,0
97.7,1.24,30.9,35.5,69.7,49.5,0
105.1,1.0,34.7,17.3,51.3,36.8,0
147.0,3.47,45.7,27.2,55.5,0.7,1
142.0,3.17,97.5,36.4,93.2,29.8,1
137.2,2.68,22.1,39.5,89.9,33.0,0
99.6,1.23,94.1,39.3,55.2,37.2,0
191.0,2.42,116.5,36.9,77.5,45.0,1
191.7,2.08,46.5,32.0,92.2,19.6,1
198.8,1.43,24.1,28.0,54.0,30.6,0
91.0,3.4,99.2,22.2,97.9,24.9,1
93.3,0.95,116.7,30.6,76.5,15.2,0
160.0,0.55,24.1,22.1,71.5,2.7,0
86.1,2.48,20.1,21.3,54.5,14.2,0
133.1,2.81,35.5,17.2,48.9,49.8,0
117.0,0.74,41.9,26.8,54.8,40.6,0
84.5,3.4,29.8,21.5,51.1,15.5,0
135.8,1.47,77.8,32.1,44.0,6.8,0
60.2,0.76,76.7,30.7,68.2,18.8,0
87.4,0.92,64.2,22.8,95.4,35.6,0
85.5,1.76,61.0,15.7,69.1,47.9,0
151.2,2.35,50.2,21.1,65.9,6.4,1
113.1,1.38,95.5,24.8,58.2,0.3,0
175.0,1.88,25.4,16.4,88.1,32.5,0
19.5,1.37,68.1,23.3,34.3,37.0,0
147.9,0.66,40.5,18.6,81.8,24.8,0
135.1,3.06,50.1,22.8,99.2,0.3,1
137.6,0.84,20.0,30.1,38.5,4.8,0
94.7,3.0,64.4,16.4,38.5,20.2,1
164.1,3.03,74.7,35.5,77.7,43.0,1
86.5,2.41,38.5,35.5,76.0,8.5,0
109.3,1.93,49.0,31.7,97.1,24.6,0
78.2,2.59,30.7,25.4,59.7,1.4,0
112.8,0.53,50.3,31.1,92.5,31.0,0
181.4,3.39,66.8,33.1,49.4,49.1,1
171.2,2.01,54.9,32.7,57.3,3.1,1
70.4,2.66,53.9,32.9,85.1,13.9,0
60.6,1.68,111.6,31.1,56.4,23.6,0
115.2,3.28,97.5,28.1,39.1,16.2,1
69.6,2.35,60.4,16.1,89.6,8.0,0
21.2,3.3,67.6,34.0,98.7,40.4,0
47.3,3.2,37.4,37.3,82.9,21.0,0
122.4,0.84,104.7,16.8,83.4,30.3,0
184.7,1.46,89.9,24.4,99.2,28.7,1
50.5,1.81,48.6,20.0,41.3,40.7,0
38.5,2.25,82.9,31.7,44.2,40.5,0
71.9,1.72,74.7,16.8,43.0,36.5,0
128.4,1.99,103.2,29.3,63.2,17.6,1
111.7,0.91,26.7,25.7,56.3,3.5,0
156.5,1.39,31.8,20.8,72.1,16.5,0
188.1,3.27,45.1,32.6,34.8,43.6,1
15.0,2.23,105.3,38.3,65.0,20.0,0
139.5,0.83,67.1,37.9,48.4,1.5,0
52.2,1.5,96.5,18.5,68.3,36.7,0
132.7,3.13,43.6,16.8,96.4,45.2,1
153.1,0.61,118.1,38.7,71.9,30.6,0
110.3,3.34,47.1,16.0,32.5,25.4,1
86.3,1.41,105.0,39.3,31.5,2.8,0
162.3,2.1,106.0,32.0,81.7,27.6,1
153.1,2.59,63.0,25.7,39.6,21.9,1
196.5,1.6,39.4,25.9,34.1,11.6,1
45.4,2.74,108.8,34.8,69.8,49.5,0
144.0,2.94,27.7,18.2,42.6,2.2,1
131.0,1.23,49.2,30.2,63.5,6.1,0
50.0,2.13,69.5,33.4,55.0,45.8,0
142.6,3.32,98.0,22.3,75.8,26.3,1
139.6,2.01,25.4,37.5,79.4,31.1,0
40.7,0.91,117.6,20.8,81.9,10.5,0
163.3,0.93,117.8,32.5,75.5,22.7,1
99.8,0.6,47.8,24.6,87.9,4.2,0
121.9,1.99,106.3,24.6,33.1,10.3,1
86.2,0.66,50.5,28.5,54.3,1.3,0
178.6,3.27,110.7,35.3,71.4,37.9,1
165.8,1.8,62.8,33.2,81.5,2.9,1
77.6,2.66,87.8,36.5,95.7,23.2,1
113.7,2.06,36.3,24.5,82.2,46.2,0
3.0,2.9,115.1,17.1,47.5,27.1,0
78.9,2.35,56.2,31.5,84.8,40.5,0
24.9,2.21,52.1,21.6,42.5,23.1,0
93.3,3.4,68.0,36.1,45.2,2.9,1
55.3,2.33,51.4,16.6,42.6,38.3,0
173.8,0.88,83.0,18.7,73.3,2.5,0
7.7,2.55,106.1,29.5,32.9,35.9,0
142.9,1.28,45.7,32.0,90.0,17.7,0
120.1,1.55,27.7,26.1,65.8,11.8,0
74.3,2.97,61.6,31.0,91.3,7.2,0
157.6,1.5,60.8,31.3,62.9,48.7,1
32.1,0.63,113.0,37.8,31.8,30.5,0
102.2,2.84,70.8,29.5,54.1,10.7,1
6.5,2.68,58.1,39.9,35.5,3.9,0
44.9,2.01,77.4,28.7,59.3,36.7,0
105.6,0.65,67.2,28.1,60.9,13.5,0
58.6,1.23,44.3,34.2,55.3,22.8,0
23.1,1.22,93.3,37.0,55.3,17.6,0
182.9,2.46,80.5,26.2,59.3,28.5,1
25.1,2.11,97.6,25.2,70.9,6.9,0
57.4,1.44,28.2,25.5,98.8,28.8,0
154.5,3.2,107.6,15.4,38.5,13.2,1
186.0,2.73,32.6,15.9,60.2,34.5,1
26.5,3.1,111.9,37.6,54.8,20.1,1
142.4,0.86,109.7,37.5,71.4,30.8,1
9.0,2.72,55.5,26.2,58.6,22.5,0
57.9,1.93,33.5,19.6,83.6,45.8,0
16.8,3.19,79.4,24.2,75.5,19.0,0
101.7,2.26,114.5,17.4,50.8,17.1,1
179.5,2.24,104.4,25.7,52.6,15.9,1
28.6,2.94,93.5,39.7,44.7,26.0,0
123.1,0.8,48.5,18.0,49.2,21.9,0
57.7,3.25,118.9,33.8,94.7,33.3,1
41.4,3.02,95.5,15.7,93.2,48.0,0
159.8,0.52,103.3,15.6,44.2,47.1,0
146.4,2.06,103.1,22.4,37.7,35.3,1
88.9,1.8,46.3,36.6,99.5,36.6,0
70.7,0.74,99.3,33.2,52.9,25.4,0
126.1,2.04,97.7,32.7,52.0,46.2,1
186.5,2.88,51.8,36.0,76.3,43.9,1
126.9,0.52,33.7,24.4,96.0,33.7,0
30.3,2.94,93.4,22.1,43.9,43.8,0
171.4,2.75,20.3,16.7,69.0,10.4,1
83.6,1.29,58.0,29.6,74.6,24.2,0
36.0,1.4,43.2,22.3,64.0,39.8,0
71.4,1.94,29.7,17.8,91.7,37.7,0
193.9,1.48,86.2,17.9,62.5,15.9,1
139.4,2.61,97.4,27.1,86.3,24.5,1
47.0,1.37,70.7,37.2,84.8,3.0,0
52.3,1.45,59.1,26.0,57.9,45.6,0
145.6,1.52,101.9,22.7,58.7,28.6,1
41.2,2.38,114.8,30.3,53.1,30.2,0
144.4,2.91,29.0,32.6,93.9,38.3,1
131.0,2.06,56.2,20.0,41.0,26.8,1
45.9,2.9,111.1,23.3,45.1,36.7,1
7.2,0.56,114.0,17.6,57.9,24.2,0
60.3,1.19,97.2,21.2,49.1,6.2,0
131.1,0.89,94.1,21.7,35.9,3.7,0
152.5,1.75,21.5,35.8,72.3,7.6,0
158.5,1.08,80.6,22.8,52.7,25.6,0
54.8,1.11,46.4,31.4,63.0,14.6,0
193.4,2.18,68.3,37.7,67.3,12.2,1
99.4,1.68,57.3,28.7,37.6,11.2,0
79.5,1.2,57.0,29.1,75.0,16.6,0
195.2,0.79,36.9,36.6,64.3,12.5,0
123.3,1.92,92.3,29.2,46.3,38.4,1
62.3,1.51,35.1,23.0,69.6,20.3,0
138.1,2.77,99.5,28.6,51.9,32.6,1
141.8,2.04,105.9,39.8,35.7,5.3,1
75.1,2.77,36.2,33.7,41.6,21.9,0
7.8,1.77,37.1,35.1,64.1,37.4,0
79.9,1.39,63.5,22.4,94.5,33.8,0
123.0,1.61,85.0,18.5,66.6,10.2,0
142.9,2.06,45.1,26.6,95.5,46.4,1
170.5,0.91,72.4,35.7,30.7,20.8,0
13.4,3.43,51.2,19.7,78.6,26.9,0
12.2,1.91,35.6,23.8,69.1,11.3,0
185.6,1.32,102.1,36.7,70.9,15.3,1
80.7,1.26,74.1,31.5,35.4,7.6,0
56.0,1.29,30.2,34.9,71.1,38.3,0
154.4,2.28,47.7,35.2,91.0,33.4,1
33.6,2.85,118.9,17.3,86.2,7.3,0
174.9,1.47,109.6,16.3,65.8,22.0,1
65.4,2.0,31.7,29.0,56.4,19.3,0
62.4,2.07,73.1,37.1,89.0,47.8,0
166.7,2.63,104.0,29.0,64.3,39.4,1
111.6,1.81,54.8,15.6,55.6,23.3,0
145.7,1.14,76.0,39.9,95.8,19.1,0
149.5,0.53,64.2,28.2,30.4,15.5,0
73.8,1.26,112.2,30.2,32.3,13.7,0
8.8,2.59,45.3,30.6,98.0,41.2,0
185.5,3.49,83.2,27.3,63.1,43.7,1
161.5,0.61,22.9,37.4,40.7,36.8,0
26.3,1.76,104.6,16.4,74.6,3.1,0
108.8,3.45,39.4,30.4,31.2,41.9,1
63.3,2.63,110.6,29.7,96.1,25.8,1
80.6,3.01,87.0,16.6,87.8,25.1,1
16.8,1.83,47.6,20.0,65.4,8.6,0
167.6,0.51,47.4,23.8,53.9,28.4,0
113.2,1.89,31.6,17.3,81.1,9.3,0
193.2,2.8,98.9,20.4,56.2,4.1,1
49.3,3.01,84.2,37.5,43.4,37.8,0
10.7,2.62,37.8,18.5,52.1,11.3,0
176.7,1.03,49.5,32.4,48.5,24.5,0
69.8,2.43,65.0,30.8,88.2,1.8,0
77.1,2.11,41.1,32.6,54.3,40.5,0
41.5,2.6,70.4,35.7,85.6,4.5,0
51.6,1.9,23.1,17.9,76.1,9.3,0
117.4,1.62,57.8,29.7,32.4,35.1,0
173.9,0.52,62.1,23.4,75.4,5.0,0
61.3,1.9,38.6,15.5,86.6,22.8,0
87.0,1.7,103.4,21.3,56.1,16.9,0
60.0,3.41,107.7,34.1,93.1,25.3,1
154.8,3.36,60.1,15.7,65.9,46.1,1
193.0,3.33,39.8,39.3,82.6,6.5,1
192.0,3.41,50.9,34.1,86.1,22.9,1
0.2,0.94,108.3,22.5,35.6,11.8,0
18.0,1.23,88.5,36.1,56.2,23.9,0
94.2,2.56,89.9,37.8,76.8,41.6,1
152.6,0.79,32.9,34.1,39.3,38.7,0
164.0,2.69,62.5,24.8,35.0,24.4,1
117.3,1.17,80.9,34.2,55.8,17.0,0
122.1,2.76,111.5,31.1,39.7,9.4,1
87.1,1.52,85.4,25.6,49.9,19.3,0
7.0,3.38,62.2,19.1,77.8,41.7,0
16.5,2.56,30.1,36.6,86.2,0.6,0
114.9,1.65,65.5,27.2,97.2,20.1,0
60.6,1.28,83.4,30.1,86.2,22.5,0
94.7,1.51,73.5,24.1,85.0,49.0,0
76.7,2.52,35.0,23.4,95.4,29.5,0
162.6,2.68,65.5,16.2,49.7,6.1,1
73.4,3.17,88.6,21.3,53.6,14.8,1
108.5,1.04,55.7,15.4,52.7,31.8,0
71.4,0.61,93.9,21.2,35.9,4.7,0
126.6,1.79,47.5,39.3,78.2,12.2,0
167.0,2.7,72.4,26.5,35.4,18.6,1
195.4,2.41,108.2,24.5,98.6,3.9,1
149.9,1.77,22.2,38.8,48.0,32.6,0
167.4,1.8,31.6,19.8,48.3,15.2,0
170.8,1.23,99.9,24.4,63.1,38.0,1
149.4,2.83,47.7,31.8,72.3,45.5,1
54.5,1.72,21.9,25.4,39.1,13.4,0
195.2,1.45,42.1,15.5,52.7,3.2,1
142.4,2.98,78.8,30.9,53.0,19.5,1
2.5,1.52,54.6,26.1,62.3,37.1,0
139.5,2.52,45.6,15.8,89.7,48.4,1
112.3,1.54,40.8,39.6,55.8,14.6,0
134.9,0.59,82.5,19.2,54.6,21.6,0
4.7,3.42,75.6,27.3,46.4,46.1,0
121.4,3.05,29.7,20.5,99.4,28.5,0
31.8,2.83,93.4,25.0,58.6,37.6,0
119.8,1.46,56.3,17.6,91.9,48.0,0
63.6,2.11,59.2,36.5,64.6,23.2,0
89.9,3.27,37.8,22.2,67.3,16.7,0
34.5,3.22,58.3,31.3,98.2,20.5,0
123.8,0.92,82.0,40.0,72.0,36.6,0
65.0,1.25,76.9,26.8,36.4,18.5,0
176.7,2.46,75.2,36.6,89.5,8.1,1
174.9,1.03,113.7,38.0,52.6,14.6,1
41.4,1.88,44.5,30.1,99.3,39.8,0
